ga:dimension15,ga:dimension12,ga:dimension14
1268,Ismael Gutierrez,Mexico City
1269,Ian Graham,Wellington
1270,Irma Huang,Taipei
1271,Ivor Jones,London
1272,Itsuno Koguchi,Tokyo
1273,Ildar Khaziev,Moscow
1274,Ilana Marcushamer,Mexico City
1275,Ivan Lim,Singapore
1276,Ivy Lin,Taipei
1277,Irene Mak,London
1278,Ivonne Montiel,Mexico City
1279,Ingrid Ann Martin Jackson,Mexico City
1280,Itay Michaeli,New York
1281,Ignacio Moreno,London
1282,Ian Maxwell,Sydney
1283,Ian Post,New York
1284,Isabel Fernandez,Madrid
1285,Ipsita Smolinski,Washington
1286,Ivan Stout,Tokyo
1287,Ian Sandler,New York
1288,Immy Wong,Hong Kong
1289,Irene Yeung,Hong Kong
1290,Igor Yuzovitskiy,New York
1291,John Norman Alekna,Jersey City
1292,Joshua Attie,New York
1293,Astrid Hance,London
1294,Joel Alexander,London
1295,James Armstrong,New York
1296,John Apgar,New York
1297,Junaid Ahmed,San Francisco
1298,Jeffery Amato,London
1299,Judith Antelman,New York
1300,James Ainley,London
1301,James Anstead,London
1302,Jaimeen Doshi,
1303,James Bullen,Sydney
1304,Jeffrey Berenbaum,New York
1305,John Byun,San Francisco
1306,John Boris,New York
1307,James Bushnell,London
1308,Jeremy Browne,Sydney
1309,Js Baek,Seoul
1310,John Bae,New York
1311,Johan Bergtheil,London
1312,Jason Brueschke,Hong Kong
1313,Jeremy Bendeich,Sydney
1314,Joseph Borriello,New York
1315,Jose Barria,New York
1316,Jacqueline Barnes,New York
1317,Jonathan Brent,London
1318,Jason Brocious,New York
1319,Jason Bazinet,New York
1320,Jeremy Blackman,New York
1321,Juliana Bajon,New York
1322,Jeremy Banker,New York
1323,Haidong Bu,Sydney
1324,Justin Brotherton,London
1325,Jonathan Battershill,Sydney
1326,Jonathan Beake,London
1327,James Barrett,Sydney
1328,Jade Bang,Hong Kong
1329,Jed Barron,New York
1330,Jorrell Best,New York
1331,Joon Bae,Seoul
1332,Jie Bao,New York
1333,Jonathan Barden,New York
1334,Jeremy Bragg,London
1335,James Bogart,New York
1336,Jennifer Chua,Singapore
947,Emre Izgi,London
3464,David Phillips,London
3502,Steve Wirawan,Jakarta
3503,Alberto Gomez,Mexico City
3505,Sungmee Park,Seoul
3508,David Burgess,Sydney
3510,Kevin Varin,New York
3511,Prasad Dhamal,Mumbai
3562,Zerlina Zeng,Hong Kong
3586,Alexander Smith,Sydney
1338,Jeffrey Carnevale,New York
1339,Josephine Cervantes,New York
1340,Jay Choi,Seoul
1341,Jules Cooper,London
1342,Joy Chase,New York
1343,Joy Chiu,New York
1344,Jose Luis Chavez,Hong Kong
1345,Jennifer Corrou,New York
1346,Jay Cheung,Hong Kong
1347,Jim Chiang,Hong Kong
1348,Jay Chohan,London
1349,Josh Cherian,Singapore
1350,John Canty,Getzville
1351,Jatindar Chohan,London
1352,Jonathan Cohen,New York
1353,Julia Chessman,Sydney
1354,John Caparusso,Hong Kong
1355,Jayesh Chohan,London
1356,Julian Chua,Kuala Lumpur
1357,James Crawshaw,London
1358,Johanna Chua,Hong Kong
1359,Justin Chow,Hong Kong
1360,John Carnegie,London
1361,Jill Currie,New York
1363,Jaimeen Doshi,
1364,Joshua Drazen,New York
1365,Justin Diddams,London
1366,Julia Denisenko,New York
1367,Jason Diamond,New York
1368,James Devlin,London
1369,Jimmy Dotiwala,Mumbai
1370,Jun Doi,Tokyo
1371,Jamshed Rustom Dadabhoy,Singapore
1372,Jesse Dickson,London
1373,James Davies,London
1374,Jakob Due,London
1375,Jerome Dorost,New York
1376,Jean-Baptiste Delabare,Paris
1377,Jewel D'Souza,Mumbai
1378,Joshi Elevathingal,Jersey City
1379,Joshi Elevathingal,
1380,Jose Eduardo Estrada,Mexico City
1381,Jane Elias,Sydney
1382,Jason Fox,New York
1383,Joanne Fairechio,New York
1384,Jonathan Frieder,New York
1385,Janine Firmin,Sydney
1386,Jeffrey Flynn,New York
1387,Joshua Feit,New York
1388,Juliet Forbes,London
1389,John Fenn,New York
1390,Jennifer Farrelly,New York
1391,Janice Florido Garaci,San Francisco
1392,Jade Wai-Kay Fong,HONG KONG
1393,Jodie Fairburn,London
1394,Jill Ferguson,Melbourne
1395,Julie Gadaut,London
1396,Javier Guardo,New York
1397,Jaime Gortazar,Madrid
1398,Jason Gursky,San Francisco
1399,Jatinder Goel,London
1400,Julian Guido,Sydney
1401,Jeffrey Holford,London
1402,Junaidah Hassen-Hernandez,New York
1403,Janine Hooker,Johannesburg
1404,Jason1 Hwang,Seoul
1405,John Hill,San Francisco
1406,Julie Hung Fischer,New York
1407,Jeremy Hale,London
1408,Jason Hsu,Taipei
1409,Jun He,Hong Kong
1410,Jeffrey Hans,New York
1411,James Harper,London
1412,James Hanna,New York
1413,Jane Hayes,London
1414,Junko Hosoi,Tokyo
1415,Johnie Hu,Shanghai
1416,Jane Henderson,London
1417,John Hirt,New York
1418,John Iuranich,Getzville
1419,Jonathan Joseph,New York
1420,Joanne Jerman,London
1421,Vidhi Sodhani,Mumbai
1422,Jason McGrath,
1423,Jin Kenzaki,Tokyo
1424,James Jisung Kim,Seoul
1425,Jeffrey Kreick,New York
1426,June Kim,Seoul
1427,Joseph Kessler,New York
1428,James-Telco Kim,Seoul
1429,Ji Ling Kwan,
1430,Ioannis Kartsonas,New York
1431,Jun-Ho Kim,Seoul
1432,Jones Ku,Hong Kong
1433,Jill Krutick,New York
1434,Julia Bailey,Sydney
1435,Jin Kim,Seoul
1731,Kgosietsile Rahube,Johannesburg
1437,Judith Kan,Sydney
1438,James Ker,London
1439,Jana King,Sydney
1440,Jane Kenny,Melbourne
1441,June Kyung Koh,New York
1442,Joanne Kim,New York
1443,Jungeun Kim,Seoul
1444,Jinmook Kim,Seoul
1445,Jonathan Kees,New York
1446,Jinsang Kim,Seoul
1447,Joshua Lester,New York
1448,Joshua Last,New York
1449,Joseph Leary,New York
1450,Jeffrey Larkey,London
1451,Johny Lambridis,Johannesburg
1452,Jean Christophe Labbe,London
1453,Jonathan Loveless,New York
1454,Jingjing Lin,London
1455,Jonathan Lee,Hong Kong
1456,Jonathan Lee,
1457,Joel Levy,New York
1458,Jonathan Lin,New York
1459,Janice London,New York
1460,James Liang,Hong Kong
1461,Janet Lu,Taipei
1462,Josh Levin,London
838,Droid User52,
839,Droid User53,
840,Droid User54,
841,Droid User55,
842,Droid User56,
843,Droid User57,
844,Droid User58,
845,Droid User59,
846,Droid User6,
847,Droid User60,
848,Droid User7,
849,Droid User8,
850,Droid User9,
851,David Shuler,
852,Dino Sadikovic,New York
853,David Shamis,New York
854,Dhruv Sharma,Mumbai
855,Daniel Schnipper,New York
856,David Smith,New York
857,Dhaval Shah,Mumbai
858,Donald Sharp,New York
859,Daniel Slowe,London
860,David Sands,New York
861,Derek Sadowsky,New York
862,Denise Saunders-Tulloch,New York
863,David Spiez,Dubai
864,Daniel Smith,London
865,Daniel Seeney,Sydney
866,Donna Szlosek,New York
867,Deepak Tak,Mumbai
868,David Toti,New York
869,Diane Tseng,New York
870,Deborah Taylor,London
871,David Thomas,London
872,Daniel Toohey,Sydney
873,Duncan Urquhart,
874,Training 1,
875,Training 2,
876,Training 3,
877,Danielle Velez,New York
878,David Vignola,Hong Kong
879,Dmitry Vinogradov,Moscow
880,Dan Vujcic,Sydney
881,Dario Vila,Madrid
882,Deborah Want,Melbourne
883,Darrin Witt,New York
884,Donna Waugh,New York
885,Darrell Wheeler,New York
886,Doreen Welsh,Sydney
887,David Wong,Hong Kong
888,Damian Wallis,London
889,Deborah Weinswig,New York
890,Dolly Xia,Shanghai
891,Daisuke Yamaguchi,Tokyo
892,Daniel Yoo,Seoul
893,Danilo Yakub,Moscow
894,Desmond P. Young,Hong Kong
895,Deepak Yadav,Mumbai
896,David Zawitkowski,New York
897,Danming Ammie Zheng,Shanghai
898,Dmitry Zhuk,London
899,Elizabeth Allen,London
900,Emily Avila,New York
901,Edgar Adrian Ayala,Mexico City
902,Esmail Afsah,London
903,Ellen Blanche,London
904,Ellen Hoch,New York
905,Erin Schmitz,New York
906,Elaine Barnett,London
907,Elizabeth Barton,London
908,Elizabeth Benson,London
909,Eric Cheng,
910,Evan Cheah,Kuala Lumpur
911,Edward Chung,Hong Kong
912,Ellen Choi,Seoul
913,Edmond Ching,Hong Kong
914,Elita Cheung,San Francisco
915,Eric Cheung,New York
916,Erica Chen,Taipei
917,Edward Chung,Hong Kong
918,Emma Clague,London
919,Emma Chee,London
920,Elaine Chu,Hong Kong
921,Eric Choy,Hong Kong
922,Elliot Delgado,
923,Engin Dalgic,Istanbul
924,Elaine Deery,Sydney
925,Estelle Herzog,Paris
926,eers eers,
927,Eileen Furukawa,New York
928,Evrard Fraise,New York
929,Elizabeth Long,London
930,Eamonn Ferry,London
931,Erik Gilje,New York
932,Ed Grablevsky,New York
933,Elyna Thomas,London
934,Eszter Gargyan,Budapest
935,Elwin Goh,Kuala Lumpur
936,Eduardo Rafael Gonzalez,Mexico City
937,Eric Gordon,New York
938,Emmanuel Hauptmann,London
939,Edward Heyn,New York
940,Erik Hegedus,Paris
941,Eunice Han,New York
942,Elissa Klein,New York
943,Edward Hill-Wood,London
944,Elizabeth Ferguson,London
945,Etsuko Hattori,Tokyo
946,Ezza Ibrahim,Kuala Lumpur
948,Emily Jia,New York
949,Elyse Johnson,New York
950,Esteban Jimenez,Mexico City
951,Eve Jung,Hong Kong
952,Erindra Krisnawan,Jakarta
953,Efrem Kamen,New York
954,Eric Katz,New York
955,Eiko Kon,Tokyo
956,Elisabeth Kuchma,New York
957,Emmanuel Korchman,New York
958,Eric Kuo,New York
959,Eiko Kuroishi,Tokyo
960,Ethan Kim,Seoul
961,Edward Kerschner,New York
962,Eddy Loh,Hong Kong
963,Eddie Lau,Hong Kong
964,Elaine Lam,Hong Kong
965,Elizabeth Lin,Taipei
966,Eric Lin,Taipei
967,Eric Lee,New York
968,Edmond Lai,Hong Kong
969,Elizabeth Lynn,New York
970,Eric Lau,Hong Kong
971,Elsie Lee,Kuala Lumpur
972,Edward McCormick,New York
973,Edward Muztafago,New York
974,Ella Mudaliar,London
975,Eva Mallek,New York
976,Elizabeth Marriott-Hall,London
977,Evan Momios,New York
978,Elaine Nolan,London
979,Ella Nusantoro,Jakarta
980,Elizabeth Osur,New York
981,Esteban Polidura,Mexico City
982,Eric Petrie,Getzville
983,Elizabeth Parham,London
984,Elaine Prior,Sydney
985,Eliecer Palacios,New York
986,Edgar Pardo-Beltran,New York
987,Edward Prendergast,Melbourne
988,Elina Ribakova,London
989,Elizabeth Ryan,New York
990,Elizabeth Ramm,London
991,Emi Shirasaka,Tokyo
992,Edward Steele,London
993,Eric Samuelson,New York
994,Elizabeth Shepherd,Sydney
995,Eileen Slavin,New York
996,Elizabeth Staples,London
997,Emma Day,London
998,Erica Sulkowski,Sydney
999,Erica Tam,Hong Kong
1000,Eduard Trampolsky,New York
1001,Ellen Tyan,Taipei
1002,Yu Ning Evelyn Tsao,Taipei
1003,Ching Yu Eric Tam,Hong Kong
1004,Erofili Tziveli,London
1005,Eric Trepanier,New York
1006,Elisenne Verdoja,London
1007,Erica Cruz,New York
1008,Elise Wang,New York
1009,Edward Wright,London
1010,Eric Wolfe,New York
1011,Eric Wai,Hong Kong
1012,Ellen Yip,Hong Kong
1013,Eric Yeung,New York
1014,Faisal Asghar,New York
1015,Fiona Abiola-Musa,London
1016,Flavio Ainsworth Barcala Filho,Sao Paulo
1017,Fatema Begum,London
1018,Francine Colon,New York
1019,Fernanda De Silva,Wellington
1020,Francisco De Gortari Ochoa,Mexico City
1021,Fotios Economou,New York
1022,Felipe Fauze Mattar,Sao Paulo
1023,Felipe Brum Faria,Sydney
1024,Fernando Gonzalez-Quintanilla,New York
1025,Franz Alonso Hamann,Bogota
1026,Farah Iqbal,London
1027,Felipe Jiman Koh,Sao Paulo
1028,Flora Jim,Hong Kong
1029,Faisel Khan,New York
1030,Franco Lam,Hong Kong
1031,Frank Lee,New York
1032,Fernando Leibovici,New York
1033,Fidelis Madavo,Johannesburg
1034,Fiona Maclean,London
1035,Fletcher Majors,New York
1036,Frances McQuillan,Belfast
1037,Ferat Ongoren,New York
1038,Fabiana Oliver,New York
1039,Frances Petito,New York
1040,Fernando Roldan Franco,Mexico City
1041,Frederick Rizzo,London
1042,Felix Ramirez,New York
1436,John Kanatas,Hong Kong
1043,Frank Sileo,New York
1044,Felix Santiago,New York
1045,fsuser fsuser,
1046,Fletcher Tully,Sydney
1047,Francisco Trinidad,Makati City
1048,Frank Tan,Singapore
1049,Francis Vo,New York
1050,Freya Wallace,New York
1051,Fumi Yamada,Tokyo
1052,Gary Aderman,Hong Kong
1053,Goldie Albuquerque,Mumbai
1054,Graeme Blench,Bangkok
1055,Gaurav Bandekar,Mumbai
1056,Gregory Badishkanian,New York
1057,Gary Boston,New York
1059,Gene Baker,
1060,Georgina Browning,London
1061,Gurvinder Brar,London
1062,Gautam Chhaochharia,Mumbai
1063,Gordon Chan,Hong Kong
1064,Geordie Cox,London
1065,George Choi,Hong Kong
1066,George Chang,Taipei
1067,Gianluca Consoli,London
1068,Graham Cunningham,Hong Kong
1069,Gary Chalik,New York
1070,Glen Chipman,Sydney
1071,George Colman,Melbourne
1072,Geoffrey Dennis,New York
1073,Gilles Delcroix,London
1074,Genevieve De Gaillande,New York
1075,Gemma Dalmau,London
1076,Geoffrey Dawes,London
1077,Gulam Dasthagir,Warren
1078,Geoffrey Davis,New York
1079,gdmsfeed gdmsfeed,
1080,Gerhardus Engelbrecht,Johannesburg
1081,Geoffrey Elliott,London
1082,Giulia Faggio,London
1083,Gerald Fowler,London
1084,George Friedlander,New York
1085,Guillermo Felices,London
1086,Garett Gough,Getzville
1087,George Grofik,New York
1088,Gregory Gordon,New York
1089,Gabrielle Gutierrez,New York
1090,Gustavo Gaxiola,Mexico City
1091,Gabriel Edgardo Gonzalez Reinking,Mexico City
1092,Giada Giani,London
1093,Gregory Hertz,New York
1094,Gerwin Ho,Hong Kong
1095,Gloria Ho,Hong Kong
1096,Gary Hsueh,San Francisco
1097,Garth Hobson,Tokyo
1098,Graham Harman,Sydney
1099,Gaurav Jain,New York
1100,Ganesh Jois,New York
1101,Gilles Kim,Seoul
1102,Gene Kurgansky,New York
1103,Geoff Kieburtz,New York
1104,George Kurian,New York
1105,Greg Ketron,New York
1106,Gage Krieger,New York
1107,Hwei Kuok Gerald Kung,Taipei
1108,Graham Lindley,London
1109,Geoffrey Lambert,New York
1110,Gordon Lau,Hong Kong
1111,Gabriel Lugo Iribe,Mexico City
1112,Glen Losev,New York
1113,Grace Lam,Hong Kong
1114,Grace Lee,Kuala Lumpur
1115,Gillian McLachlan,London
1116,Grizelda Mantanita,Jakarta
1117,Gilbert Murillo,New York
1118,Gina Markatis,
1119,Gaurav Malhotra,Mumbai
1120,Garima Mishra,Mumbai
1121,Gary Ng,Singapore
1122,Gustavo Oliveira,New York
1123,Gerhard Orgonas,London
1124,George Pulikeyil,Jersey City
1125,George Pulikeyil,
1126,Ghulam Azam Pholby,London
1127,Guilherme Paiva,New York
1128,Glen Petraglia,New York
1129,Gaurav Patankar,New York
1130,Guy Robinson,Sydney
1131,Guillermina Rodriguez,Mexico City
1132,Giulia Raffo,London
1133,Gilles Raffort,Paris
1134,Giselle Roux,Melbourne
1135,George Shapiro,New York
1136,Gavin Skinner,New York
1137,Grant Swanepoel,Johannesburg
1138,Gregory Schweitzer,New York
1139,Garen Sarafian,New York
1140,Gemma Stuart,London
1141,Gabriel Tang,Hong Kong
1142,Georgy Tarakanov,Moscow
1143,Gary Taylor,New York
1144,Guest Guest,New York
1145,Giuseppina Vitale,Milan
1146,George Varghese,Singapore
1147,Gerardus Vos,London
1148,Greg Wahl,San Francisco
1149,Glen Wellham,Sydney
1150,Graham Wark,San Francisco
1151,Grace Wong,Hong Kong
1152,Gordon Wai,Hong Kong
1153,Gakuwa Yamakawa,Tokyo
1154,Gilbert Yang,New York
1155,Glen Yeung,San Francisco
1156,Ghulam Zahidani,Warren
1157,Gaobo Zhou,New York
1158,Guiyu Zhou,New York
1159,Giovanna Zuniga,Mexico City
1160,Harleen Ahluwalia,London
3506,Donald Freudenstein,Sydney
1162,Hannah Bowe,London
1163,Hak Bin Chua,Singapore
1778,Kazuko Ohashi,Tokyo
1779,Kiyomi Yaginuma,Tokyo
1780,Kanako Yaguchi,Tokyo
1781,Kenji Yuri,Tokyo
1782,Kajia Yuan,New York
1783,Kenichiro Yoshida,Tokyo
1784,Karyue Yeo,Wellington
1785,Wei Zheng Kit,Singapore
1786,Lori Altenburger,New York
1787,Lewis Alexander,New York
1788,Lyndia Alvarez,New York
1789,Lanny Baker,San Francisco
1790,Lisa Barker,London
1792,Lloyd Henry Bernad,
1793,Lindsey King,New York
1794,Lesya Bryndzia,London
1795,Louise Bylicki,New York
1796,Luis Eduardo Bojorquez,Mexico City
1797,Luis Boyoli,Mexico City
1798,Laura Bramble,New York
1799,Lisa Carbone,New York
1800,LC1 Tester,
1801,Lizbeth Cruz,Mexico City
1802,LC2 Tester,
1803,Lisa Chaney,New York
1804,LC3 Tester,
1805,Lizbeth Dolores Cobos,Mexico City
1806,LC4 Tester,
1807,Laksanamon Hutamekalin,Bangkok 
1808,Luisa Fernanda Charry,Bogota
1809,Lily Chung,Sydney
1810,LC5 Tester,
1811,Lulu Cheng,Taipei
1812,Lavanya Chandrasekar,Mumbai
1813,Lori Calvasina,New York
1814,LC7 Tester,
1815,Leslie Chow,Hong Kong
1816,Lik Hang Eric Chan,Hong Kong
1817,LC8 Tester,
1818,Lauren Collins,Melbourne
1819,Lisa Cassidy,Sydney
1820,Lisa Cartwright,New York
1821,Liz Dinh,Sydney
1822,Catherine Madanayake,London
1823,Lariana Ehrlich,New York
1824,Lei Gao,
1825,Lauren Fazio,New York
1826,Liam Fitzpatrick,London
1827,Lyonel Francoy,Paris
1828,Ling Foo,London
1829,Laurie Fitzjohn-Sykes,London
1830,Louisa Johnson,London
1831,Leigh Goodwin,London
1832,Laura Gilman,New York
1833,Linda Good,San Francisco
1834,Lindsay Geimer,New York
1835,Lucy Gao,London
1836,Laura Casey,New York
1837,Latoya Wilcox,Washington
1838,Laini Harris,London
1839,Leon Hiew,Singapore
1840,Laurent Halmos,Tokyo
1841,Lorraine Heung,Hong Kong
1842,Larry Irom,New York
1843,Louise Jaycock,London
1844,Lewis Kaufman,San Francisco
1845,Lisa Kim,Sydney
1846,Lileya Klecor,New York
1847,Laura Kendal,London
1848,Leo Kulp,New York
1849,Lily Ko,Hong Kong
1850,Lothar Krause,New York
1851,Lothar Krause,
1852,Luke Li,New York
1853,Lucy Lu,New York
1854,Lian Li,Hong Kong
1855,Livia Lee,Hong Kong
1856,Lynn Lenton,London
1857,Luigi Limentani,Tokyo
1858,Lili Lin,Taipei
1859,Lester Lie,New York
1860,Lauren Licuanan,Sydney
1861,Lina McInnes,London
1862,Lauren McAnany,New York
1863,Louis Mancini,New York
1864,Lilia Winecoor,New York
1865,Lisa Moylan,Sydney
1866,Lauren Mullman,New York
1867,Laura Mancinelli,New York
1868,Lingjuan Ma,London
1869,Larissa Falvo,Sydney
1870,Louise North,London
1871,Lisbeth Nielson,London
1872,Laura Otten,New York
1874,Leonid Ostromukhov,
1875,Lidia Padilla,Mexico City
1876,Lee Platek,
1877,Laurence Price,New York
1878,Louis Pang,Hong Kong
1879,Leonardo Porto De Almeida,Sao Paulo
1880,Leah Price,New York
1881,Lawrence Prager,Tokyo
1882,Leon Passey,London
1883,Lambros Papadopoulos,London
1884,Leon Rapp,Tokyo
1885,Lucia Maria De Lourdes Rocha,Mexico City
1886,Lesley Tipp,London
1887,Luis Romero,New York
1888,Lionel Rayon,London
1889,Leslie Santiago,San Francisco
1890,Lorraine Schmitt,New York
1891,Luke Sullivan,Sydney
1892,Lok So,Sydney
1893,Loraine Suydam,New York
1894,Lauren Thorpe,London
1895,Luca Todesco,Milan
1896,Lauren Tomlinson,New York
1897,Leisa Turner,New York
1898,Wai Wang Leo Tai,Hong Kong
1899,Leo Tai,
1900,Lisa Manley,London
1901,Lesley Burton,New York
1902,Luis Felipe Vallarino Medina,Sao Paulo
1903,Lauren Wong,Hong Kong
1904,Lanny Wong,Hong Kong
1905,Lisa Williams,New York
1906,Lisa Wilkinson,London
1907,Lisa Wilkinson,New York
1908,Lan Xue,Hong Kong
1909,Louise Yamada,New York
1910,Leone Young,New York
1911,Lawrence Ye,Kuala Lumpur
1912,Laura Zanelotti,Milan
1913,Leonardo Zraick,New York
1914,Leslie Zarka,Paris
1915,Michael Artura,New York
1916,Masaki Aso,Tokyo
1917,Mariko Asao,Tokyo
1918,Mohinee Akolkar,Mumbai
1919,Michael Assenza,New York
1920,Muhammad Amin,Karachi
1921,Mohammed-Sherief Bakr,London
1922,Martin Bernstein,New York
1923,Martha Berasain,New York
1924,Madhusudan Bagree,Mumbai
1925,Matthew Bradshaw,New York
1926,Mark Barbalato,New York
1927,Mark Bloomfield,London
1928,Michael Brown,New York
1929,Selena Bruce,New York
1930,Mark Benseman,Wellington
1931,Michael Brandes,New York
1932,Michael Bridger,New York
1933,Cecil Brown,New York
1934,Megan Bissell,New York
1935,Maria Basas,New York
1936,Margaret Brown,London
1937,Machindra Bagayatkar,Mumbai
1938,Michael Bilerman,New York
1939,Maura Byrne,New York
1940,Melinda Baxter,Sydney
1941,Mauro Baragiola,Milan
1942,Amanda Bryan,Sydney
1943,Marcos Buscaglia,New York
1944,Manuel Berry,New York
1945,Manasi Choksi,Mumbai
1946,Merve Cagaloglu,Istanbul
1947,Matthew Carpenter,New York
1948,Matthew Clothier,London
1949,Mona Cousino,London
1950,Maggie Chow,Hong Kong
1951,Melissa Clemens,New York
1952,Mehmet Colakoglu,Istanbul
1953,Manish Chowdhary,Mumbai
1954,Mark Clemens,New York
1955,Michael Chamberlayne,New York
1956,Max Choi,Hong Kong
1957,Michael Co,Taipei
1958,Michael Chung,Seoul
1959,Michael Cadiz,San Francisco
1960,Michael Deveau,New York
1961,Matthew Dormer,
1962,Michael Diana,New York
1963,Matthew Dodds,New York
1964,Mrinmoy Das,Tokyo
1965,Marc Decroisset,New York
1966,Marco De Matos,Johannesburg
1967,Marie Dellapella,New York
1968,Maria Clements,London
1969,Marcia Doyle,London
1970,Mark Deoca,New York
1971,Minjal Dharia,New York
1972,Martha Douvogiannis,New York
1973,Michael Davitt,London
1974,Maria Jose Dominguez,Mexico City
1975,Marie Di Trapani,New York
1976,Michael Donnelly,Getzville
1977,Martos Dupleich Ulloa,London
1978,Matthew Davison,Sydney
1979,Marcelo Britto Peixoto,Sao Paulo
1980,Mark Dainty,London
1981,Meredith Dixon,New York
1982,mdc mdc,
1983,mds1 mds1,
1984,mds2 mds2,
1985,Marciano Estigarribia,New York
1986,Michael Egan,New York
1987,Marwa El-Sheikh,Dubai
1988,Michael Evelson,
1989,Ammad Faisal,New York
1990,Manuel Fernandez Losa,London
1991,Manuel Fernandez,Madrid
1992,Melissa Freund,Sydney
1993,Martina Ferry,Paris
1994,Mikhail Foux,New York
1995,Mark Fletcher,London
1996,Masami Fujino,Tokyo
1997,Mark Fulton,New York
1998,Mark Fielding,London
1999,Melissa Gillert,New York
2000,Michael Gallagher,London
2001,Michael Genovese,New York
2002,Margarett Go,Jakarta
2003,Mercedez Gogos,London
2004,Mayank Gandhi,New York
2005,Maria Gratsova,London
